4202.60606,4220.636363,4370.545454,4717.757575,4421.030303,4565.787878,4222.181818,4344.787878,4339.121212,4272.666666,4192.818181,3963.060606,4454.515151,4344.787878
4190.757575,4216,4364.878787,4716.212121,4414.848484,4564.757575,4221.151515,4336.030303,4339.121212,4268.030303,4187.666666,3957.909091,4447.818181,4342.727272
4191.787878,4219.60606,4369,4718.272727,4414.333333,4529.212121,4218.575757,4332.939394,4339.121212,4263.393939,4184.575757,3956.363636,4449.878787,4345.30303
4206.212121,4230.939394,4382.393939,4720.848484,4422.060606,4524.575757,4227.333333,4344.272727,4339.121212,4273.181818,4192.818181,3959.454545,4461.727272,4349.424242
4204.151515,4229.393939,4377.757575,4720.848484,4422.575757,4559.60606,4237.121212,4353.545454,4339.121212,4286.060606,4205.696969,3958.939394,4464.818181,4347.878787
4198.484848,4220.636363,4367.969697,4718.787878,4420,4558.575757,4227.333333,4345.818181,4339.121212,4282.969697,4204.151515,3957.393939,4459.666666,4344.272727
4200.545454,4216,4370.545454,4717.757575,4422.060606,4507.575757,4216.515151,4330.363636,4339.121212,4272.151515,4192.30303,3958.424242,4460.696969,4344.272727
4202.60606,4214.454545,4372.60606,4721.878787,4422.060606,4522,4229.393939,4327.787878,4339.121212,4276.272727,4189.212121,3959.454545,4464.818181,4347.878787
4205.181818,4217.030303,4369,4721.878787,4421.545454,4572.484848,4238.151515,4336.545454,4339.121212,4279.363636,4191.787878,3958.939394,4464.818181,4346.848484
4203.636363,4218.575757,4364.363636,4716.727272,4425.666666,4527.151515,4231.454545,4340.666666,4339.121212,4272.151515,4194.363636,3958.939394,4462.757575,4344.272727
4201.060606,4215.484848,4366.939394,4716.727272,4426.696969,4482.848484,4230.939394,4344.272727,4339.121212,4273.696969,4201.060606,3958.939394,4462.242424,4346.333333
4205.181818,4216,4378.272727,4717.242424,4425.666666,4531.787878,4236.60606,4345.818181,4339.121212,4278.333333,4200.030303,3958.939394,4464.818181,4346.848484
4204.151515,4218.575757,4381.363636,4716.727272,4423.090909,4550.848484,4234.545454,4337.575757,4339.121212,4269.060606,4188.181818,3958.939394,4462.242424,4343.757575
4193.848484,4218.060606,4373.121212,4719.818181,4419.484848,4542.090909,4235.575757,4338.60606,4339.121212,4264.424242,4185.090909,3958.939394,4452.454545,4342.212121
4191.272727,4218.575757,4372.60606,4720.333333,4423.60606,4593.60606,4239.181818,4350.969697,4339.121212,4271.636363,4190.242424,3958.939394,4447.30303,4343.242424
4192.818181,4220.121212,4378.787878,4717.757575,4431.333333,4622.969697,4230.939394,4346.848484,4339.121212,4270.60606,4184.575757,3957.909091,4452.454545,4344.787878
4188.181818,4217.545454,4375.696969,4722.90909,4429.272727,4545.181818,4219.60606,4330.878787,4339.121212,4267,4175.30303,3957.393939,4455.545454,4347.363636
4190.757575,4207.757575,4364.363636,4724.454545,4422.060606,4493.666666,4217.030303,4325.727272,4339.121212,4267.515151,4171.181818,3957.393939,4451.939393,4346.848484
4202.60606,4203.636363,4360.242424,4717.757575,4422.575757,4561.151515,4220.636363,4329.848484,4339.121212,4265.969697,4175.818181,3958.424242,4452.969697,4344.787878
4201.060606,4211.878787,4367.454545,4717.757575,4425.151515,4625.030303,4222.696969,4332.424242,4339.121212,4267.515151,4187.151515,3958.424242,4454.515151,4345.30303
4189.727272,4209.818181,4365.90909,4720.333333,4421.545454,4603.393939,4217.545454,4328.30303,4339.121212,4269.060606,4186.121212,3957.393939,4453.484848,4344.272727
4189.727272,4199.515151,4359.212121,4717.242424,4421.545454,4549.30303,4221.666666,4327.272727,4339.121212,4267.515151,4174.272727,3957.909091,4455.030303,4344.272727
4202.60606,4207.757575,4365.90909,4715.181818,4428.757575,4515.818181,4236.60606,4336.545454,4339.121212,4268.030303,4175.30303,3959.969697,4464.30303,4346.848484
4215.484848,4221.151515,4377.757575,4717.242424,4435.454545,4514.272727,4242.787878,4348.393939,4339.121212,4275.757575,4194.878787,3958.939394,4476.151515,4346.333333
4218.575757,4218.575757,4378.272727,4717.757575,4432.363636,4513.242424,4238.151515,4348.393939,4339.121212,4281.424242,4205.696969,3957.393939,4479.757575,4342.212121
4218.060606,4216.515151,4376.212121,4718.272727,4430.30303,4523.545454,4232.484848,4340.151515,4339.121212,4281.424242,4204.151515,3958.424242,4475.636363,4342.727272
4221.666666,4224.757575,4377.757575,4719.818181,4432.878787,4566.30303,4230.939394,4336.545454,4339.121212,4282.454545,4204.666666,3958.939394,4472.030303,4344.272727
4216,4221.151515,4377.757575,4718.787878,4433.393939,4559.090909,4231.454545,4340.666666,4339.121212,4277.30303,4200.030303,3957.393939,4467.90909,4344.272727
4204.151515,4207.757575,4378.272727,4717.242424,4434.424242,4495.212121,4225.787878,4340.666666,4339.121212,4265.454545,4188.181818,3956.878787,4457.60606,4341.696969
4202.60606,4205.181818,4372.60606,4717.242424,4435.454545,4478.727272,4219.60606,4330.878787,4339.121212,4261.848484,4183.030303,3957.393939,4449.878787,4339.121212
4205.696969,4208.787878,4362.818181,4718.272727,4431.848484,4494.696969,4215.484848,4325.212121,4339.121212,4268.545454,4185.090909,3956.878787,4450.393939,4339.636363
4202.60606,4206.212121,4361.272727,4718.272727,4429.787878,4517.878787,4206.727272,4326.757575,4339.121212,4268.545454,4184.060606,3956.878787,4449.878787,4342.212121
4202.090909,4203.121212,4369.515151,4719.30303,4432.878787,4582.272727,4200.545454,4332.424242,4339.121212,4265.454545,4183.545454,3956.878787,4448.333333,4342.727272
4204.666666,4204.151515,4375.181818,4718.787878,4435.454545,4594.121212,4204.666666,4338.60606,4339.121212,4272.151515,4185.090909,3957.393939,4456.575757,4342.212121
4204.666666,4206.727272,4371.575757,4715.696969,4432.878787,4523.030303,4205.696969,4335.515151,4339.121212,4277.30303,4184.575757,3958.424242,4461.212121,4342.727272
4205.696969,4207.757575,4363.333333,4716.727272,4431.848484,4505,4201.060606,4327.272727,4339.121212,4272.151515,4186.636363,3959.969697,4452.454545,4343.242424
4203.636363,4204.666666,4358.181818,4717.242424,4433.393939,4530.757575,4195.393939,4332.939394,4339.121212,4268.545454,4183.545454,3959.969697,4445.757575,4342.727272
4201.575757,4203.636363,4361.787878,4716.212121,4433.393939,4532.818181,4195.90909,4343.242424,4339.121212,4270.090909,4173.242424,3958.939394,4451.424242,4342.212121
4205.696969,4207.757575,4364.363636,4718.787878,4431.848484,4530.757575,4201.575757,4338.60606,4339.121212,4267.515151,4170.151515,3958.939394,4455.545454,4343.242424
4200.545454,4200.545454,4356.121212,4720.333333,4430.818181,4552.90909,4196.939394,4327.787878,4339.121212,4265.969697,4175.30303,3958.939394,4449.878787,4343.242424
4190.757575,4190.242424,4355.090909,4719.30303,4432.363636,4586.393939,4186.121212,4324.696969,4339.121212,4269.060606,4178.90909,3958.939394,4443.696969,4341.696969
4197.454545,4198.484848,4366.939394,4718.787878,4433.393939,4592.575757,4186.121212,4329.333333,4339.121212,4270.090909,4186.636363,3958.939394,4448.333333,4342.212121
4205.181818,4208.787878,4370.030303,4718.787878,4431.333333,4546.727272,4196.424242,4330.878787,4339.121212,4268.030303,4191.272727,3958.939394,4457.090909,4343.242424
4199,4203.121212,4360.242424,4719.30303,4430.818181,4494.696969,4203.636363,4329.848484,4339.121212,4266.484848,4179.939394,3958.939394,4451.939393,4343.757575
4197.454545,4200.545454,4361.787878,4718.787878,4433.90909,4501.393939,4205.181818,4337.060606,4339.121212,4267.515151,4175.30303,3958.939394,4444.727272,4343.757575
4204.151515,4205.696969,4373.636363,4716.212121,4435.454545,4526.636363,4206.727272,4341.181818,4339.121212,4271.121212,4188.696969,3958.939394,4449.363636,4342.727272
4204.666666,4205.696969,4373.121212,4715.181818,4430.818181,4530.757575,4200.030303,4331.90909,4339.121212,4270.60606,4187.666666,3958.939394,4451.424242,4343.242424
4200.545454,4202.090909,4364.878787,4717.242424,4429.787878,4518.90909,4186.121212,4324.696969,4339.121212,4265.969697,4173.757575,3958.939394,4446.787878,4344.272727
4195.393939,4202.090909,4364.363636,4717.242424,4434.939394,4512.727272,4190.242424,4329.848484,4339.121212,4263.393939,4174.272727,3958.939394,4447.818181,4342.212121
4190.242424,4204.151515,4365.90909,4718.787878,4436.484848,4516.848484,4202.60606,4331.393939,4339.121212,4265.454545,4180.454545,3957.393939,4447.30303,4342.212121
4190.242424,4201.060606,4361.272727,4721.363636,4434.424242,4510.151515,4200.545454,4327.787878,4339.121212,4265.969697,4172.727272,3957.393939,4438.545454,4343.242424
4190.757575,4193.333333,4356.636363,4717.757575,4434.939394,4534.363636,4206.727272,4331.90909,4339.121212,4258.757575,4167.575757,3957.909091,4433.90909,4342.727272
4189.212121,4188.181818,4359.212121,4716.212121,4437.515151,4582.272727,4216.515151,4341.181818,4339.121212,4250.515151,4172.727272,3957.909091,4440.090909,4342.727272
4188.696969,4187.151515,4357.666666,4717.757575,4434.939394,4565.787878,4206.727272,4341.696969,4339.121212,4252.060606,4172.727272,3957.909091,4446.272727,4344.272727
4190.757575,4193.333333,4353.030303,4717.242424,4432.878787,4502.424242,4196.939394,4325.727272,4339.121212,4263.393939,4163.454545,3957.909091,4445.757575,4344.272727
4193.333333,4200.545454,4354.575757,4718.272727,4433.393939,4486.969697,4198.484848,4310.272727,4339.121212,4265.969697,4160.878787,3957.909091,4445.242424,4344.787878
4194.878787,4196.939394,4355.090909,4721.878787,4432.363636,4502.424242,4197.969697,4315.939394,4339.121212,4252.575757,4166.545454,3957.909091,4447.30303,4344.787878
4200.030303,4188.181818,4357.151515,4722.90909,4433.393939,4511.181818,4201.060606,4332.939394,4339.121212,4248.969697,4174.272727,3957.909091,4449.363636,4343.757575
4203.121212,4191.272727,4361.272727,4720.333333,4435.454545,4558.575757,4201.575757,4332.939394,4339.121212,4262.363636,4175.818181,3957.909091,4452.454545,4343.757575
4203.121212,4200.545454,4362.818181,4718.787878,4435.454545,4585.878787,4195.393939,4325.212121,4339.121212,4268.545454,4170.151515,3957.909091,4454.515151,4344.272727
4207.242424,4205.696969,4366.939394,4719.818181,4432.878787,4529.212121,4194.878787,4333.454545,4339.121212,4264.939394,4175.30303,3958.939394,4459.666666,4342.212121
4210.333333,4206.212121,4372.090909,4719.30303,4430.30303,4468.939393,4192.30303,4337.575757,4339.121212,4267.515151,4190.757575,3958.939394,4464.30303,4342.212121
4206.212121,4202.60606,4364.363636,4719.818181,4432.363636,4511.181818,4187.666666,4333.454545,4339.121212,4268.545454,4187.666666,3958.939394,4460.181818,4343.757575
4203.121212,4200.030303,4358.181818,4720.333333,4430.818181,4617.818181,4189.727272,4336.030303,4339.121212,4265.969697,4170.151515,3958.939394,4455.545454,4343.242424
4204.666666,4203.636363,4369,4718.787878,4419.484848,4630.696969,4191.272727,4335.515151,4339.121212,4266.484848,4171.696969,3958.939394,4459.666666,4342.727272
4204.666666,4206.727272,4372.60606,4716.727272,4415.878787,4554.454545,4189.212121,4333.454545,4339.121212,4266.484848,4179.939394,3958.939394,4464.30303,4343.757575
4202.60606,4203.636363,4363.333333,4716.212121,4424.121212,4547.242424,4191.272727,4335.515151,4339.121212,4265.454545,4176.848484,3958.939394,4457.60606,4343.757575
4201.060606,4201.060606,4361.787878,4716.727272,4425.666666,4593.090909,4193.333333,4333.969697,4339.121212,4268.545454,4177.363636,3958.424242,4448.848484,4342.212121
4202.60606,4203.121212,4364.878787,4716.212121,4422.575757,4573.515151,4190.757575,4327.272727,4339.121212,4270.60606,4183.030303,3958.939394,4450.90909,4342.727272
4204.666666,4204.151515,4361.272727,4716.727272,4423.090909,4510.666666,4188.696969,4327.787878,4339.121212,4268.030303,4183.545454,3959.969697,4458.121212,4339.636363
4203.636363,4204.151515,4361.272727,4715.696969,4422.575757,4501.90909,4194.878787,4338.090909,4339.121212,4274.727272,4184.060606,3958.939394,4461.727272,4338.60606
